# t[days] ztfg ztfr ztfi 
0.500 -13.654 -14.371 -14.733 
1.000 -12.747 -13.692 -14.178 
1.500 -12.118 -13.162 -13.692 
2.000 -11.582 -12.699 -13.273 
2.500 -11.122 -12.313 -12.912 
3.000 -10.706 -11.959 -12.598 
3.500 -10.342 -11.646 -12.313 
4.000 -9.977 -11.346 -12.061 
4.500 -9.653 -11.070 -11.822 
5.000 -9.329 -10.808 -11.597 
5.500 -9.023 -10.564 -11.375 
6.000 -8.720 -10.315 -11.176 
6.500 -8.412 -10.080 -10.978 
7.000 -8.126 -9.854 -10.780 
7.500 -7.839 -9.635 -10.595 
8.000 -7.567 -9.419 -10.413 
8.500 -7.298 -9.196 -10.232 
9.000 -7.030 -8.980 -10.056 
9.500 -6.772 -8.793 -9.881 
10.000 -6.506 -8.596 -9.722 
10.500 -6.275 -8.398 -9.559 
11.000 -5.983 -8.192 -9.399 
11.500 -5.787 -8.025 -9.260 
12.000 -5.520 -7.829 -9.076 
12.500 -5.242 -7.637 -8.938 
13.000 -5.031 -7.455 -8.790 
13.500 -4.818 -7.274 -8.645 
14.000 -4.617 -7.101 -8.491 
14.500 -4.339 -6.921 -8.354 
15.000 -4.166 -6.712 -8.151 
