# t[days] ztfg ztfr ztfi 
0.500 -15.192 -16.313 -16.546 
1.000 -13.691 -15.270 -15.822 
1.500 -13.053 -14.608 -15.169 
2.000 -12.429 -14.025 -14.626 
2.500 -11.741 -13.466 -14.104 
3.000 -11.024 -12.876 -13.612 
3.500 -10.263 -12.282 -13.113 
4.000 -9.498 -11.734 -12.629 
4.500 -8.838 -11.164 -12.145 
5.000 -8.091 -10.628 -11.720 
5.500 -7.427 -10.104 -11.327 
6.000 -6.874 -9.612 -10.902 
6.500 -6.296 -9.125 -10.521 
7.000 -5.735 -8.733 -10.163 
7.500 -5.188 -8.285 -9.760 
8.000 -4.641 -7.860 -9.456 
8.500 -4.466 -7.511 -9.082 
9.000 -3.800 -7.142 -8.831 
9.500 -3.029 -6.829 -8.498 
10.000 -2.429 -6.312 -8.222 
10.500 -1.909 -6.094 -7.849 
11.000 -1.859 -5.620 -7.658 
11.500 -1.621 -5.355 -7.320 
12.000 -0.338 -4.786 -7.133 
12.500 -1.424 -4.905 -6.795 
13.000 1.446 -4.438 -6.604 
13.500 -0.346 -3.865 -6.223 
14.000 0.084 -3.646 -5.976 
14.500 1.154 -3.608 -5.711 
15.000 0.199 -3.212 -5.424 
