# t[days] ztfg ztfr ztfi 
0.500 -15.351 -15.874 -15.686 
1.000 -14.475 -15.374 -15.493 
1.500 -13.908 -14.877 -15.122 
2.000 -13.450 -14.446 -14.760 
2.500 -13.064 -14.093 -14.467 
3.000 -12.727 -13.780 -14.200 
3.500 -12.431 -13.507 -13.955 
4.000 -12.144 -13.256 -13.719 
4.500 -11.869 -13.019 -13.513 
5.000 -11.597 -12.794 -13.302 
5.500 -11.330 -12.583 -13.124 
6.000 -11.067 -12.380 -12.935 
6.500 -10.803 -12.174 -12.773 
7.000 -10.539 -11.976 -12.614 
7.500 -10.293 -11.778 -12.458 
8.000 -10.030 -11.588 -12.310 
8.500 -9.770 -11.400 -12.156 
9.000 -9.524 -11.201 -12.013 
9.500 -9.270 -11.014 -11.861 
10.000 -9.030 -10.831 -11.710 
10.500 -8.773 -10.630 -11.566 
11.000 -8.533 -10.446 -11.417 
11.500 -8.255 -10.264 -11.263 
12.000 -8.039 -10.104 -11.109 
12.500 -7.810 -9.906 -10.969 
13.000 -7.563 -9.728 -10.827 
13.500 -7.342 -9.547 -10.679 
14.000 -7.134 -9.382 -10.528 
14.500 -6.897 -9.214 -10.392 
15.000 -6.659 -9.006 -10.209 
