# t[days] ztfg ztfr ztfi 
0.500 -14.617 -15.036 -14.738 
1.000 -14.253 -14.762 -14.544 
1.500 -13.920 -14.404 -14.216 
2.000 -13.585 -14.051 -13.921 
2.500 -13.302 -13.779 -13.665 
3.000 -13.063 -13.556 -13.466 
3.500 -12.850 -13.372 -13.298 
4.000 -12.664 -13.208 -13.153 
4.500 -12.501 -13.070 -13.032 
5.000 -12.349 -12.947 -12.924 
5.500 -12.200 -12.833 -12.824 
6.000 -12.058 -12.722 -12.730 
6.500 -11.920 -12.628 -12.650 
7.000 -11.782 -12.525 -12.570 
7.500 -11.655 -12.433 -12.499 
8.000 -11.526 -12.341 -12.427 
8.500 -11.389 -12.249 -12.341 
9.000 -11.259 -12.160 -12.276 
9.500 -11.139 -12.069 -12.204 
10.000 -11.008 -11.980 -12.138 
10.500 -10.885 -11.894 -12.069 
11.000 -10.744 -11.798 -12.004 
11.500 -10.620 -11.722 -11.926 
12.000 -10.501 -11.625 -11.862 
12.500 -10.366 -11.538 -11.799 
13.000 -10.243 -11.451 -11.727 
13.500 -10.116 -11.358 -11.658 
14.000 -9.981 -11.269 -11.587 
14.500 -9.851 -11.171 -11.500 
15.000 -9.725 -11.060 -11.413 
