# t[days] ztfg ztfr ztfi 
0.500 -11.693 -12.121 -12.377 
1.000 -12.473 -13.091 -13.572 
1.500 -12.828 -13.491 -13.985 
2.000 -12.971 -13.686 -14.195 
2.500 -13.020 -13.783 -14.293 
3.000 -12.980 -13.812 -14.314 
3.500 -12.935 -13.802 -14.314 
4.000 -12.845 -13.757 -14.273 
4.500 -12.756 -13.697 -14.234 
5.000 -12.651 -13.621 -14.172 
5.500 -12.532 -13.550 -14.108 
6.000 -12.405 -13.459 -14.035 
6.500 -12.280 -13.365 -13.941 
7.000 -12.144 -13.272 -13.872 
7.500 -12.017 -13.181 -13.786 
8.000 -11.891 -13.078 -13.704 
8.500 -11.752 -12.987 -13.620 
9.000 -11.635 -12.887 -13.538 
9.500 -11.516 -12.794 -13.451 
10.000 -11.393 -12.702 -13.369 
10.500 -11.275 -12.610 -13.308 
11.000 -11.164 -12.520 -13.217 
11.500 -11.031 -12.419 -13.150 
12.000 -10.914 -12.330 -13.072 
12.500 -10.803 -12.242 -12.989 
13.000 -10.669 -12.149 -12.917 
13.500 -10.551 -12.052 -12.832 
14.000 -10.402 -11.956 -12.743 
14.500 -10.242 -11.810 -12.637 
15.000 -10.033 -11.636 -12.476 
