# t[days] ztfg ztfr ztfi 
0.500 -13.923 -14.187 -14.050 
1.000 -13.882 -14.331 -14.335 
1.500 -13.706 -14.206 -14.260 
2.000 -13.478 -13.993 -14.100 
2.500 -13.231 -13.780 -13.899 
3.000 -13.005 -13.558 -13.702 
3.500 -12.788 -13.364 -13.525 
4.000 -12.590 -13.180 -13.353 
4.500 -12.422 -13.028 -13.205 
5.000 -12.258 -12.880 -13.059 
5.500 -12.118 -12.739 -12.935 
6.000 -11.981 -12.618 -12.820 
6.500 -11.859 -12.516 -12.722 
7.000 -11.737 -12.406 -12.626 
7.500 -11.628 -12.312 -12.531 
8.000 -11.521 -12.218 -12.449 
8.500 -11.414 -12.135 -12.369 
9.000 -11.319 -12.050 -12.294 
9.500 -11.215 -11.971 -12.218 
10.000 -11.120 -11.891 -12.149 
10.500 -11.029 -11.817 -12.078 
11.000 -10.936 -11.737 -12.013 
11.500 -10.840 -11.670 -11.951 
12.000 -10.753 -11.602 -11.881 
12.500 -10.672 -11.534 -11.816 
13.000 -10.586 -11.465 -11.770 
13.500 -10.494 -11.391 -11.703 
14.000 -10.404 -11.323 -11.640 
14.500 -10.311 -11.246 -11.570 
15.000 -10.184 -11.128 -11.458 
