# t[days] ztfg ztfr ztfi 
0.500 -13.585 -14.317 -14.770 
1.000 -13.071 -13.962 -14.521 
1.500 -12.753 -13.783 -14.403 
2.000 -12.392 -13.536 -14.210 
2.500 -12.047 -13.291 -13.983 
3.000 -11.712 -13.037 -13.765 
3.500 -11.373 -12.791 -13.550 
4.000 -11.109 -12.569 -13.342 
4.500 -10.811 -12.350 -13.149 
5.000 -10.546 -12.133 -12.962 
5.500 -10.280 -11.923 -12.773 
6.000 -10.025 -11.729 -12.599 
6.500 -9.769 -11.531 -12.411 
7.000 -9.507 -11.339 -12.238 
7.500 -9.259 -11.151 -12.080 
8.000 -8.994 -10.964 -11.926 
8.500 -8.783 -10.779 -11.760 
9.000 -8.560 -10.585 -11.610 
9.500 -8.261 -10.387 -11.457 
10.000 -8.061 -10.217 -11.302 
10.500 -7.806 -10.038 -11.137 
11.000 -7.568 -9.847 -11.001 
11.500 -7.325 -9.662 -10.851 
12.000 -7.005 -9.502 -10.708 
12.500 -6.865 -9.342 -10.548 
13.000 -6.600 -9.157 -10.433 
13.500 -6.366 -8.960 -10.279 
14.000 -6.177 -8.812 -10.129 
14.500 -5.955 -8.619 -9.977 
15.000 -5.722 -8.430 -9.791 
