# t[days] ztfg ztfr ztfi 
0.500 -14.125 -14.209 -14.032 
1.000 -13.867 -14.157 -14.085 
1.500 -13.507 -13.863 -13.810 
2.000 -13.121 -13.537 -13.500 
2.500 -12.797 -13.252 -13.240 
3.000 -12.514 -12.999 -12.999 
3.500 -12.270 -12.792 -12.827 
4.000 -12.059 -12.616 -12.678 
4.500 -11.872 -12.469 -12.553 
5.000 -11.706 -12.335 -12.439 
5.500 -11.549 -12.198 -12.324 
6.000 -11.403 -12.080 -12.229 
6.500 -11.263 -11.972 -12.137 
7.000 -11.130 -11.861 -12.030 
7.500 -11.004 -11.745 -11.930 
8.000 -10.874 -11.638 -11.838 
8.500 -10.760 -11.531 -11.743 
9.000 -10.645 -11.430 -11.651 
9.500 -10.537 -11.339 -11.574 
10.000 -10.424 -11.250 -11.497 
10.500 -10.320 -11.165 -11.436 
11.000 -10.228 -11.090 -11.394 
11.500 -10.136 -11.033 -11.365 
12.000 -10.048 -10.979 -11.340 
12.500 -9.959 -10.919 -11.321 
13.000 -9.873 -10.859 -11.292 
13.500 -9.793 -10.808 -11.266 
14.000 -9.705 -10.743 -11.224 
14.500 -9.611 -10.685 -11.181 
15.000 -9.451 -10.526 -11.025 
