# t[days] ztfg ztfr ztfi 
0.500 -13.313 -14.150 -14.757 
1.000 -12.919 -13.920 -14.601 
1.500 -12.616 -13.784 -14.492 
2.000 -12.228 -13.545 -14.310 
2.500 -11.850 -13.286 -14.086 
3.000 -11.489 -13.021 -13.857 
3.500 -11.128 -12.743 -13.643 
4.000 -10.822 -12.482 -13.402 
4.500 -10.496 -12.249 -13.207 
5.000 -10.167 -12.003 -12.983 
5.500 -9.851 -11.765 -12.783 
6.000 -9.585 -11.554 -12.606 
6.500 -9.288 -11.318 -12.421 
7.000 -9.029 -11.104 -12.224 
7.500 -8.756 -10.900 -12.045 
8.000 -8.492 -10.702 -11.880 
8.500 -8.273 -10.485 -11.712 
9.000 -7.968 -10.315 -11.541 
9.500 -7.732 -10.108 -11.372 
10.000 -7.459 -9.932 -11.221 
10.500 -7.221 -9.729 -11.068 
11.000 -6.971 -9.549 -10.901 
11.500 -6.756 -9.373 -10.767 
12.000 -6.459 -9.188 -10.621 
12.500 -6.360 -9.029 -10.477 
13.000 -6.087 -8.858 -10.329 
13.500 -5.890 -8.681 -10.189 
14.000 -5.705 -8.511 -10.031 
14.500 -5.385 -8.300 -9.855 
15.000 -5.083 -8.082 -9.683 
