# t[days] ztfg ztfr ztfi 
0.500 -13.601 -14.389 -14.697 
1.000 -13.216 -14.076 -14.583 
1.500 -12.929 -13.920 -14.517 
2.000 -12.589 -13.709 -14.367 
2.500 -12.246 -13.473 -14.180 
3.000 -11.922 -13.231 -13.965 
3.500 -11.603 -12.989 -13.761 
4.000 -11.306 -12.778 -13.556 
4.500 -11.024 -12.560 -13.358 
5.000 -10.771 -12.322 -13.169 
5.500 -10.494 -12.132 -12.994 
6.000 -10.221 -11.931 -12.827 
6.500 -9.964 -11.744 -12.646 
7.000 -9.724 -11.541 -12.476 
7.500 -9.453 -11.345 -12.298 
8.000 -9.244 -11.164 -12.135 
8.500 -9.009 -10.969 -11.999 
9.000 -8.764 -10.791 -11.836 
9.500 -8.527 -10.582 -11.662 
10.000 -8.235 -10.417 -11.524 
10.500 -7.999 -10.232 -11.366 
11.000 -7.768 -10.052 -11.218 
11.500 -7.538 -9.879 -11.077 
12.000 -7.315 -9.707 -10.928 
12.500 -7.155 -9.550 -10.787 
13.000 -6.846 -9.374 -10.643 
13.500 -6.683 -9.187 -10.509 
14.000 -6.439 -9.016 -10.356 
14.500 -6.144 -8.835 -10.192 
15.000 -5.993 -8.658 -10.010 
