# t[days] ztfg ztfr ztfi 
0.500 -13.319 -14.467 -15.241 
1.000 -11.522 -13.184 -14.171 
1.500 -10.519 -12.453 -13.539 
2.000 -9.653 -11.783 -12.968 
2.500 -8.818 -11.170 -12.415 
3.000 -8.044 -10.540 -11.892 
3.500 -7.315 -9.960 -11.408 
4.000 -6.600 -9.399 -10.942 
4.500 -5.968 -8.871 -10.517 
5.000 -5.267 -8.400 -10.088 
5.500 -4.686 -7.839 -9.652 
6.000 -3.976 -7.435 -9.265 
6.500 -3.416 -7.006 -8.935 
7.000 -2.639 -6.522 -8.570 
7.500 -1.977 -6.157 -8.230 
8.000 -1.976 -5.812 -7.951 
8.500 -1.311 -5.337 -7.596 
9.000 -1.340 -4.986 -7.303 
9.500 -0.785 -4.653 -6.952 
10.000 4.807 -4.415 -6.662 
10.500 0.011 -3.837 -6.378 
11.000 3.272 -3.509 -6.142 
11.500 2.568 -3.200 -5.816 
12.000 5.457 -3.167 -5.589 
12.500 nan -2.693 -5.335 
13.000 4.790 -2.278 -5.011 
13.500 6.109 -2.244 -4.942 
14.000 8.179 -1.802 -4.641 
14.500 8.298 -1.582 -4.396 
15.000 nan -1.837 -3.943 
