# t[days] ztfg ztfr ztfi 
0.500 -13.180 -13.416 -13.085 
1.000 -13.577 -14.089 -14.071 
1.500 -13.666 -14.126 -14.169 
2.000 -13.608 -14.065 -14.176 
2.500 -13.470 -13.945 -14.113 
3.000 -13.310 -13.809 -14.011 
3.500 -13.167 -13.695 -13.896 
4.000 -13.012 -13.575 -13.787 
4.500 -12.868 -13.460 -13.684 
5.000 -12.731 -13.337 -13.569 
5.500 -12.598 -13.228 -13.468 
6.000 -12.484 -13.118 -13.378 
6.500 -12.368 -13.017 -13.282 
7.000 -12.249 -12.932 -13.187 
7.500 -12.149 -12.844 -13.100 
8.000 -12.038 -12.749 -13.016 
8.500 -11.943 -12.681 -12.948 
9.000 -11.858 -12.605 -12.888 
9.500 -11.766 -12.521 -12.804 
10.000 -11.668 -12.453 -12.726 
10.500 -11.598 -12.384 -12.671 
11.000 -11.502 -12.319 -12.610 
11.500 -11.425 -12.258 -12.550 
12.000 -11.341 -12.199 -12.486 
12.500 -11.261 -12.134 -12.443 
13.000 -11.181 -12.079 -12.388 
13.500 -11.088 -12.004 -12.320 
14.000 -11.007 -11.936 -12.257 
14.500 -10.902 -11.856 -12.160 
15.000 -10.793 -11.744 -12.050 
