# t[days] ztfg ztfr ztfi 
0.500 -13.875 -13.886 -13.294 
1.000 -14.447 -14.968 -14.695 
1.500 -14.521 -15.079 -14.922 
2.000 -14.417 -15.000 -14.915 
2.500 -14.259 -14.867 -14.819 
3.000 -14.084 -14.709 -14.706 
3.500 -13.908 -14.547 -14.592 
4.000 -13.743 -14.400 -14.458 
4.500 -13.582 -14.262 -14.341 
5.000 -13.445 -14.129 -14.232 
5.500 -13.315 -14.014 -14.128 
6.000 -13.188 -13.902 -14.039 
6.500 -13.077 -13.792 -13.949 
7.000 -12.965 -13.697 -13.872 
7.500 -12.858 -13.611 -13.782 
8.000 -12.759 -13.522 -13.706 
8.500 -12.660 -13.440 -13.631 
9.000 -12.568 -13.365 -13.557 
9.500 -12.490 -13.284 -13.489 
10.000 -12.399 -13.210 -13.425 
10.500 -12.310 -13.145 -13.360 
11.000 -12.228 -13.072 -13.299 
11.500 -12.140 -13.008 -13.246 
12.000 -12.057 -12.941 -13.182 
12.500 -11.976 -12.879 -13.134 
13.000 -11.895 -12.815 -13.075 
13.500 -11.814 -12.752 -13.023 
14.000 -11.733 -12.680 -12.958 
14.500 -11.636 -12.608 -12.895 
15.000 -11.495 -12.458 -12.732 
