# t[days] ztfg ztfr ztfi 
0.500 -13.498 -13.752 -13.439 
1.000 -13.801 -14.349 -14.336 
1.500 -13.849 -14.391 -14.481 
2.000 -13.769 -14.308 -14.428 
2.500 -13.605 -14.174 -14.346 
3.000 -13.449 -14.034 -14.229 
3.500 -13.290 -13.889 -14.105 
4.000 -13.115 -13.747 -13.980 
4.500 -12.973 -13.612 -13.859 
5.000 -12.836 -13.490 -13.727 
5.500 -12.686 -13.360 -13.628 
6.000 -12.551 -13.249 -13.501 
6.500 -12.443 -13.134 -13.398 
7.000 -12.320 -13.038 -13.305 
7.500 -12.213 -12.945 -13.212 
8.000 -12.101 -12.846 -13.129 
8.500 -12.003 -12.766 -13.039 
9.000 -11.912 -12.672 -12.957 
9.500 -11.815 -12.601 -12.887 
10.000 -11.721 -12.523 -12.815 
10.500 -11.622 -12.448 -12.750 
11.000 -11.550 -12.372 -12.685 
11.500 -11.461 -12.313 -12.633 
12.000 -11.365 -12.246 -12.571 
12.500 -11.286 -12.177 -12.498 
13.000 -11.203 -12.113 -12.438 
13.500 -11.115 -12.053 -12.387 
14.000 -11.025 -11.977 -12.316 
14.500 -10.922 -11.886 -12.231 
15.000 -10.817 -11.776 -12.116 
