# t[days] ztfg ztfr ztfi 
0.500 -13.597 -14.597 -15.060 
1.000 -11.871 -13.104 -13.772 
1.500 -11.023 -12.289 -12.982 
2.000 -10.222 -11.622 -12.353 
2.500 -9.402 -11.004 -11.797 
3.000 -8.574 -10.388 -11.257 
3.500 -7.803 -9.770 -10.748 
4.000 -6.954 -9.171 -10.249 
4.500 -6.300 -8.604 -9.791 
5.000 -5.571 -8.049 -9.324 
5.500 -4.803 -7.561 -8.916 
6.000 -4.318 -7.078 -8.504 
6.500 -3.474 -6.562 -8.135 
7.000 -2.986 -6.158 -7.738 
7.500 -2.529 -5.723 -7.443 
8.000 -2.044 -5.297 -7.103 
8.500 -1.495 -4.923 -6.770 
9.000 -1.002 -4.364 -6.460 
9.500 -0.534 -4.183 -6.110 
10.000 -0.160 -3.854 -5.790 
10.500 0.071 -3.420 -5.459 
11.000 0.841 -3.257 -5.152 
11.500 1.557 -2.619 -4.988 
12.000 2.145 -2.530 -4.712 
12.500 1.055 -2.064 -4.398 
13.000 1.686 -1.802 -4.148 
13.500 4.005 -1.523 -4.017 
14.000 nan -1.144 -3.603 
14.500 1.787 -0.451 -3.452 
15.000 3.890 -0.867 -3.161 
