# t[days] ztfg ztfr ztfi 
0.500 -14.874 -15.481 -15.431 
1.000 -14.234 -15.269 -15.510 
1.500 -13.798 -14.907 -15.279 
2.000 -13.415 -14.550 -15.000 
2.500 -13.051 -14.228 -14.715 
3.000 -12.736 -13.929 -14.457 
3.500 -12.433 -13.670 -14.219 
4.000 -12.152 -13.415 -13.993 
4.500 -11.893 -13.192 -13.782 
5.000 -11.622 -12.963 -13.578 
5.500 -11.354 -12.750 -13.390 
6.000 -11.097 -12.551 -13.207 
6.500 -10.837 -12.344 -13.036 
7.000 -10.588 -12.146 -12.853 
7.500 -10.321 -11.945 -12.687 
8.000 -10.069 -11.740 -12.511 
8.500 -9.823 -11.554 -12.348 
9.000 -9.543 -11.351 -12.194 
9.500 -9.316 -11.159 -12.032 
10.000 -9.057 -10.973 -11.877 
10.500 -8.799 -10.784 -11.731 
11.000 -8.579 -10.611 -11.585 
11.500 -8.323 -10.420 -11.433 
12.000 -8.088 -10.257 -11.306 
12.500 -7.849 -10.070 -11.152 
13.000 -7.656 -9.882 -11.016 
13.500 -7.363 -9.716 -10.883 
14.000 -7.174 -9.564 -10.732 
14.500 -6.991 -9.392 -10.608 
15.000 -6.680 -9.193 -10.433 
