# t[days] ztfg ztfr ztfi 
0.500 -14.420 -15.084 -15.227 
1.000 -13.637 -14.609 -14.993 
1.500 -13.142 -14.185 -14.655 
2.000 -12.658 -13.771 -14.303 
2.500 -12.257 -13.406 -13.973 
3.000 -11.899 -13.071 -13.678 
3.500 -11.563 -12.775 -13.411 
4.000 -11.257 -12.506 -13.156 
4.500 -10.949 -12.254 -12.919 
5.000 -10.653 -12.007 -12.704 
5.500 -10.375 -11.781 -12.499 
6.000 -10.115 -11.560 -12.309 
6.500 -9.835 -11.347 -12.115 
7.000 -9.560 -11.129 -11.926 
7.500 -9.294 -10.918 -11.759 
8.000 -9.018 -10.722 -11.579 
8.500 -8.779 -10.523 -11.401 
9.000 -8.514 -10.319 -11.237 
9.500 -8.278 -10.119 -11.066 
10.000 -8.013 -9.935 -10.908 
10.500 -7.773 -9.738 -10.750 
11.000 -7.495 -9.536 -10.601 
11.500 -7.280 -9.363 -10.448 
12.000 -7.033 -9.174 -10.281 
12.500 -6.783 -9.010 -10.132 
13.000 -6.529 -8.821 -10.001 
13.500 -6.312 -8.661 -9.857 
14.000 -6.146 -8.487 -9.705 
14.500 -5.817 -8.282 -9.571 
15.000 -5.696 -8.084 -9.388 
