# t[days] ztfg ztfr ztfi 
0.500 -12.838 -13.614 -14.102 
1.000 -12.716 -13.484 -13.908 
1.500 -12.420 -13.199 -13.591 
2.000 -12.072 -12.870 -13.259 
2.500 -11.731 -12.567 -12.960 
3.000 -11.428 -12.306 -12.695 
3.500 -11.150 -12.061 -12.481 
4.000 -10.889 -11.844 -12.286 
4.500 -10.654 -11.645 -12.110 
5.000 -10.429 -11.461 -11.939 
5.500 -10.215 -11.294 -11.797 
6.000 -10.012 -11.129 -11.658 
6.500 -9.829 -10.987 -11.525 
7.000 -9.637 -10.835 -11.399 
7.500 -9.457 -10.701 -11.285 
8.000 -9.298 -10.563 -11.173 
8.500 -9.115 -10.425 -11.054 
9.000 -8.951 -10.294 -10.947 
9.500 -8.792 -10.168 -10.836 
10.000 -8.618 -10.043 -10.720 
10.500 -8.463 -9.911 -10.617 
11.000 -8.306 -9.799 -10.518 
11.500 -8.143 -9.681 -10.429 
12.000 -8.007 -9.565 -10.334 
12.500 -7.857 -9.466 -10.236 
13.000 -7.707 -9.344 -10.142 
13.500 -7.552 -9.220 -10.046 
14.000 -7.417 -9.122 -9.959 
14.500 -7.264 -8.999 -9.863 
15.000 -7.101 -8.861 -9.723 
