# t[days] ztfg ztfr ztfi 
0.500 -13.636 -14.383 -14.882 
1.000 -12.930 -13.944 -14.554 
1.500 -12.401 -13.563 -14.216 
2.000 -11.891 -13.176 -13.879 
2.500 -11.447 -12.818 -13.550 
3.000 -11.001 -12.478 -13.248 
3.500 -10.581 -12.143 -12.961 
4.000 -10.214 -11.823 -12.695 
4.500 -9.858 -11.541 -12.448 
5.000 -9.512 -11.264 -12.225 
5.500 -9.189 -11.000 -11.984 
6.000 -8.819 -10.743 -11.777 
6.500 -8.563 -10.492 -11.562 
7.000 -8.251 -10.254 -11.381 
7.500 -7.930 -10.024 -11.183 
8.000 -7.646 -9.814 -10.993 
8.500 -7.390 -9.592 -10.817 
9.000 -7.158 -9.391 -10.646 
9.500 -6.840 -9.174 -10.458 
10.000 -6.628 -8.981 -10.305 
10.500 -6.356 -8.767 -10.135 
11.000 -6.077 -8.588 -9.964 
11.500 -5.873 -8.382 -9.822 
12.000 -5.641 -8.211 -9.665 
12.500 -5.340 -8.007 -9.515 
13.000 -5.090 -7.878 -9.372 
13.500 -4.844 -7.694 -9.240 
14.000 -4.714 -7.478 -9.091 
14.500 -4.521 -7.318 -8.933 
15.000 -4.283 -7.149 -8.753 
