# t[days] ztfg ztfr ztfi 
0.500 -13.962 -14.583 -14.772 
1.000 -13.021 -13.887 -14.219 
1.500 -12.389 -13.328 -13.717 
2.000 -11.881 -12.856 -13.295 
2.500 -11.447 -12.468 -12.942 
3.000 -11.084 -12.144 -12.643 
3.500 -10.744 -11.846 -12.375 
4.000 -10.424 -11.576 -12.125 
4.500 -10.115 -11.322 -11.898 
5.000 -9.814 -11.079 -11.684 
5.500 -9.527 -10.852 -11.478 
6.000 -9.246 -10.619 -11.283 
6.500 -8.950 -10.419 -11.096 
7.000 -8.682 -10.196 -10.908 
7.500 -8.392 -9.976 -10.726 
8.000 -8.123 -9.772 -10.552 
8.500 -7.879 -9.564 -10.379 
9.000 -7.602 -9.356 -10.211 
9.500 -7.306 -9.171 -10.052 
10.000 -7.113 -8.971 -9.880 
10.500 -6.813 -8.769 -9.726 
11.000 -6.565 -8.584 -9.554 
11.500 -6.321 -8.383 -9.404 
12.000 -6.093 -8.208 -9.239 
12.500 -5.797 -8.014 -9.100 
13.000 -5.595 -7.820 -8.952 
13.500 -5.337 -7.636 -8.796 
14.000 -5.118 -7.482 -8.650 
14.500 -4.875 -7.306 -8.503 
15.000 -4.666 -7.090 -8.335 
