# t[days] ztfg ztfr ztfi 
0.500 -13.236 -13.654 -13.787 
1.000 -13.142 -13.632 -13.816 
1.500 -12.893 -13.384 -13.555 
2.000 -12.580 -13.077 -13.264 
2.500 -12.280 -12.787 -12.972 
3.000 -12.002 -12.538 -12.725 
3.500 -11.756 -12.304 -12.507 
4.000 -11.541 -12.118 -12.322 
4.500 -11.363 -11.946 -12.161 
5.000 -11.165 -11.795 -12.015 
5.500 -11.013 -11.647 -11.889 
6.000 -10.855 -11.522 -11.775 
6.500 -10.720 -11.415 -11.667 
7.000 -10.587 -11.298 -11.573 
7.500 -10.470 -11.198 -11.478 
8.000 -10.335 -11.098 -11.396 
8.500 -10.226 -10.999 -11.318 
9.000 -10.103 -10.915 -11.234 
9.500 -9.990 -10.823 -11.152 
10.000 -9.883 -10.729 -11.074 
10.500 -9.776 -10.641 -10.998 
11.000 -9.668 -10.560 -10.919 
11.500 -9.572 -10.475 -10.855 
12.000 -9.473 -10.395 -10.780 
12.500 -9.369 -10.328 -10.725 
13.000 -9.275 -10.254 -10.661 
13.500 -9.186 -10.185 -10.603 
14.000 -9.100 -10.102 -10.543 
14.500 -8.989 -10.032 -10.480 
15.000 -8.873 -9.920 -10.366 
