# t[days] ztfg ztfr ztfi 
0.500 -15.101 -15.487 -15.457 
1.000 -14.167 -15.043 -15.303 
1.500 -13.594 -14.631 -15.041 
2.000 -13.082 -14.234 -14.716 
2.500 -12.654 -13.871 -14.420 
3.000 -12.288 -13.535 -14.139 
3.500 -11.932 -13.230 -13.888 
4.000 -11.610 -12.949 -13.637 
4.500 -11.305 -12.685 -13.412 
5.000 -11.007 -12.431 -13.190 
5.500 -10.726 -12.188 -12.989 
6.000 -10.465 -11.970 -12.792 
6.500 -10.191 -11.742 -12.592 
7.000 -9.922 -11.524 -12.410 
7.500 -9.653 -11.314 -12.228 
8.000 -9.394 -11.096 -12.048 
8.500 -9.136 -10.897 -11.879 
9.000 -8.885 -10.700 -11.705 
9.500 -8.631 -10.504 -11.541 
10.000 -8.408 -10.314 -11.390 
10.500 -8.149 -10.120 -11.231 
11.000 -7.893 -9.934 -11.077 
11.500 -7.659 -9.750 -10.923 
12.000 -7.438 -9.551 -10.759 
12.500 -7.168 -9.367 -10.613 
13.000 -6.925 -9.201 -10.455 
13.500 -6.712 -9.018 -10.321 
14.000 -6.543 -8.869 -10.161 
14.500 -6.229 -8.703 -10.021 
15.000 -6.079 -8.438 -9.790 
