# t[days] ztfg ztfr ztfi 
0.500 -13.306 -14.464 -15.236 
1.000 -11.515 -13.176 -14.171 
1.500 -10.494 -12.444 -13.532 
2.000 -9.629 -11.772 -12.962 
2.500 -8.794 -11.162 -12.414 
3.000 -8.005 -10.540 -11.886 
3.500 -7.309 -9.945 -11.405 
4.000 -6.524 -9.401 -10.939 
4.500 -5.978 -8.864 -10.523 
5.000 -5.209 -8.388 -10.085 
5.500 -4.656 -7.838 -9.652 
6.000 -3.795 -7.448 -9.268 
6.500 -3.416 -7.016 -8.922 
7.000 -2.638 -6.543 -8.566 
7.500 -2.126 -6.134 -8.241 
8.000 -1.835 -5.845 -7.946 
8.500 -1.288 -5.325 -7.596 
9.000 -1.270 -4.995 -7.293 
9.500 -0.734 -4.745 -6.973 
10.000 0.795 -4.349 -6.656 
10.500 1.308 -3.933 -6.359 
11.000 4.282 -3.593 -6.138 
11.500 2.753 -3.233 -5.786 
12.000 nan -3.106 -5.616 
12.500 nan -2.681 -5.299 
13.000 5.466 -2.406 -5.040 
13.500 nan -2.196 -4.897 
14.000 8.091 -1.793 -4.682 
14.500 10.062 -1.721 -4.391 
15.000 2.993 -1.576 -3.967 
