# t[days] ztfg ztfr ztfi 
0.500 -15.266 -15.812 -15.576 
1.000 -14.714 -15.763 -15.914 
1.500 -14.314 -15.431 -15.728 
2.000 -13.934 -15.084 -15.451 
2.500 -13.597 -14.756 -15.168 
3.000 -13.288 -14.469 -14.922 
3.500 -13.006 -14.216 -14.683 
4.000 -12.737 -13.983 -14.476 
4.500 -12.482 -13.758 -14.271 
5.000 -12.231 -13.555 -14.088 
5.500 -11.990 -13.341 -13.903 
6.000 -11.737 -13.142 -13.721 
6.500 -11.493 -12.952 -13.559 
7.000 -11.234 -12.748 -13.389 
7.500 -10.987 -12.559 -13.228 
8.000 -10.730 -12.365 -13.053 
8.500 -10.477 -12.177 -12.901 
9.000 -10.244 -11.989 -12.739 
9.500 -9.993 -11.802 -12.588 
10.000 -9.754 -11.597 -12.437 
10.500 -9.497 -11.426 -12.285 
11.000 -9.284 -11.256 -12.148 
11.500 -9.033 -11.062 -11.996 
12.000 -8.812 -10.889 -11.866 
12.500 -8.588 -10.714 -11.722 
13.000 -8.363 -10.546 -11.591 
13.500 -8.151 -10.382 -11.456 
14.000 -7.905 -10.205 -11.320 
14.500 -7.689 -10.037 -11.163 
15.000 -7.483 -9.843 -10.985 
