# t[days] ztfg ztfr ztfi 
0.500 -15.041 -15.592 -15.459 
1.000 -14.455 -15.518 -15.751 
1.500 -14.052 -15.199 -15.576 
2.000 -13.670 -14.864 -15.328 
2.500 -13.324 -14.546 -15.068 
3.000 -13.000 -14.244 -14.810 
3.500 -12.701 -13.976 -14.575 
4.000 -12.408 -13.723 -14.339 
4.500 -12.145 -13.481 -14.130 
5.000 -11.885 -13.264 -13.927 
5.500 -11.620 -13.046 -13.743 
6.000 -11.370 -12.835 -13.544 
6.500 -11.099 -12.634 -13.374 
7.000 -10.856 -12.435 -13.199 
7.500 -10.597 -12.228 -13.034 
8.000 -10.343 -12.032 -12.858 
8.500 -10.089 -11.851 -12.697 
9.000 -9.844 -11.642 -12.531 
9.500 -9.587 -11.455 -12.362 
10.000 -9.358 -11.248 -12.212 
10.500 -9.096 -11.070 -12.056 
11.000 -8.864 -10.891 -11.904 
11.500 -8.627 -10.708 -11.766 
12.000 -8.366 -10.532 -11.628 
12.500 -8.137 -10.354 -11.491 
13.000 -7.942 -10.197 -11.354 
13.500 -7.713 -10.015 -11.200 
14.000 -7.533 -9.866 -11.062 
14.500 -7.269 -9.675 -10.930 
15.000 -6.977 -9.462 -10.748 
