# t[days] ztfg ztfr ztfi 
0.500 -13.849 -13.813 -13.202 
1.000 -14.496 -14.996 -14.805 
1.500 -14.580 -15.191 -15.171 
2.000 -14.501 -15.177 -15.239 
2.500 -14.355 -15.083 -15.218 
3.000 -14.199 -14.970 -15.145 
3.500 -14.029 -14.839 -15.061 
4.000 -13.871 -14.703 -14.965 
4.500 -13.712 -14.573 -14.860 
5.000 -13.561 -14.441 -14.753 
5.500 -13.415 -14.307 -14.636 
6.000 -13.267 -14.185 -14.539 
6.500 -13.134 -14.072 -14.445 
7.000 -13.000 -13.958 -14.347 
7.500 -12.886 -13.848 -14.252 
8.000 -12.757 -13.744 -14.153 
8.500 -12.646 -13.647 -14.065 
9.000 -12.539 -13.553 -13.987 
9.500 -12.419 -13.453 -13.901 
10.000 -12.326 -13.361 -13.832 
10.500 -12.217 -13.286 -13.754 
11.000 -12.121 -13.200 -13.686 
11.500 -12.032 -13.118 -13.616 
12.000 -11.938 -13.039 -13.553 
12.500 -11.848 -12.963 -13.480 
13.000 -11.758 -12.888 -13.422 
13.500 -11.662 -12.810 -13.352 
14.000 -11.564 -12.730 -13.278 
14.500 -11.445 -12.638 -13.205 
15.000 -11.280 -12.448 -13.022 
