# t[days] ztfg ztfr ztfi 
0.500 -14.533 -15.205 -15.251 
1.000 -13.956 -14.970 -15.255 
1.500 -13.584 -14.614 -14.981 
2.000 -13.230 -14.287 -14.668 
2.500 -12.902 -13.981 -14.400 
3.000 -12.596 -13.698 -14.135 
3.500 -12.313 -13.449 -13.915 
4.000 -12.032 -13.225 -13.692 
4.500 -11.770 -13.012 -13.495 
5.000 -11.529 -12.812 -13.321 
5.500 -11.265 -12.611 -13.145 
6.000 -11.013 -12.414 -12.964 
6.500 -10.754 -12.226 -12.800 
7.000 -10.504 -12.041 -12.641 
7.500 -10.259 -11.826 -12.488 
8.000 -9.988 -11.651 -12.320 
8.500 -9.731 -11.463 -12.159 
9.000 -9.484 -11.267 -12.006 
9.500 -9.242 -11.086 -11.839 
10.000 -9.020 -10.877 -11.698 
10.500 -8.742 -10.699 -11.540 
11.000 -8.525 -10.510 -11.394 
11.500 -8.279 -10.335 -11.254 
12.000 -7.994 -10.161 -11.107 
12.500 -7.779 -9.980 -10.967 
13.000 -7.620 -9.817 -10.832 
13.500 -7.371 -9.612 -10.674 
14.000 -7.178 -9.477 -10.527 
14.500 -6.925 -9.287 -10.378 
15.000 -6.667 -9.090 -10.198 
