# t[days] ztfg ztfr ztfi 
0.500 -12.966 -13.596 -14.008 
1.000 -13.090 -13.809 -14.321 
1.500 -13.137 -13.940 -14.466 
2.000 -13.026 -13.916 -14.479 
2.500 -12.847 -13.825 -14.398 
3.000 -12.656 -13.710 -14.301 
3.500 -12.464 -13.566 -14.184 
4.000 -12.261 -13.401 -14.057 
4.500 -12.045 -13.250 -13.918 
5.000 -11.841 -13.098 -13.778 
5.500 -11.644 -12.956 -13.638 
6.000 -11.451 -12.797 -13.507 
6.500 -11.273 -12.656 -13.377 
7.000 -11.080 -12.497 -13.258 
7.500 -10.914 -12.362 -13.136 
8.000 -10.745 -12.221 -13.014 
8.500 -10.588 -12.089 -12.903 
9.000 -10.397 -11.956 -12.790 
9.500 -10.237 -11.832 -12.670 
10.000 -10.107 -11.713 -12.567 
10.500 -9.936 -11.578 -12.461 
11.000 -9.812 -11.464 -12.355 
11.500 -9.674 -11.357 -12.248 
12.000 -9.509 -11.240 -12.161 
12.500 -9.372 -11.126 -12.069 
13.000 -9.205 -11.014 -11.982 
13.500 -9.056 -10.896 -11.867 
14.000 -8.902 -10.774 -11.767 
14.500 -8.751 -10.647 -11.642 
15.000 -8.569 -10.474 -11.489 
