# t[days] ztfg ztfr ztfi 
0.500 -12.535 -12.782 -12.923 
1.000 -13.018 -13.534 -13.857 
1.500 -13.238 -13.836 -14.212 
2.000 -13.304 -13.973 -14.387 
2.500 -13.282 -14.009 -14.445 
3.000 -13.216 -14.001 -14.456 
3.500 -13.124 -13.975 -14.423 
4.000 -13.006 -13.899 -14.379 
4.500 -12.903 -13.825 -14.311 
5.000 -12.764 -13.731 -14.236 
5.500 -12.622 -13.633 -14.165 
6.000 -12.495 -13.540 -14.069 
6.500 -12.361 -13.439 -13.993 
7.000 -12.224 -13.331 -13.908 
7.500 -12.085 -13.229 -13.813 
8.000 -11.955 -13.135 -13.730 
8.500 -11.816 -13.018 -13.634 
9.000 -11.690 -12.925 -13.550 
9.500 -11.567 -12.816 -13.467 
10.000 -11.420 -12.724 -13.379 
10.500 -11.305 -12.621 -13.298 
11.000 -11.181 -12.523 -13.227 
11.500 -11.062 -12.434 -13.134 
12.000 -10.944 -12.336 -13.070 
12.500 -10.811 -12.256 -12.984 
13.000 -10.708 -12.161 -12.906 
13.500 -10.563 -12.060 -12.832 
14.000 -10.433 -11.956 -12.736 
14.500 -10.283 -11.834 -12.637 
15.000 -10.103 -11.675 -12.498 
