# t[days] ztfg ztfr ztfi 
0.500 -13.307 -14.134 -14.793 
1.000 -12.948 -13.963 -14.664 
1.500 -12.669 -13.858 -14.597 
2.000 -12.305 -13.633 -14.429 
2.500 -11.895 -13.381 -14.214 
3.000 -11.510 -13.113 -13.999 
3.500 -11.133 -12.835 -13.760 
4.000 -10.826 -12.574 -13.545 
4.500 -10.457 -12.322 -13.330 
5.000 -10.126 -12.052 -13.117 
5.500 -9.763 -11.824 -12.915 
6.000 -9.483 -11.573 -12.704 
6.500 -9.188 -11.338 -12.521 
7.000 -8.903 -11.112 -12.310 
7.500 -8.613 -10.890 -12.155 
8.000 -8.353 -10.674 -11.956 
8.500 -8.005 -10.461 -11.797 
9.000 -7.734 -10.265 -11.622 
9.500 -7.517 -10.071 -11.456 
10.000 -7.289 -9.871 -11.303 
10.500 -6.943 -9.671 -11.125 
11.000 -6.771 -9.493 -10.967 
11.500 -6.554 -9.314 -10.833 
12.000 -6.325 -9.139 -10.650 
12.500 -6.130 -8.947 -10.530 
13.000 -5.870 -8.758 -10.369 
13.500 -5.655 -8.596 -10.227 
14.000 -5.404 -8.408 -10.072 
14.500 -5.041 -8.222 -9.930 
15.000 -4.958 -8.002 -9.725 
