# t[days] ztfg ztfr ztfi 
0.500 -14.066 -14.251 -13.882 
1.000 -13.358 -13.549 -13.237 
1.500 -12.841 -13.037 -12.789 
2.000 -12.475 -12.689 -12.481 
2.500 -12.200 -12.452 -12.254 
3.000 -11.972 -12.262 -12.083 
3.500 -11.788 -12.103 -11.950 
4.000 -11.609 -11.974 -11.828 
4.500 -11.446 -11.845 -11.718 
5.000 -11.293 -11.747 -11.628 
5.500 -11.147 -11.638 -11.556 
6.000 -11.007 -11.542 -11.472 
6.500 -10.867 -11.452 -11.395 
7.000 -10.729 -11.362 -11.321 
7.500 -10.592 -11.270 -11.252 
8.000 -10.465 -11.173 -11.186 
8.500 -10.320 -11.090 -11.123 
9.000 -10.187 -11.001 -11.050 
9.500 -10.055 -10.913 -10.989 
10.000 -9.934 -10.831 -10.924 
10.500 -9.795 -10.734 -10.862 
11.000 -9.662 -10.649 -10.795 
11.500 -9.529 -10.559 -10.729 
12.000 -9.398 -10.471 -10.660 
12.500 -9.269 -10.379 -10.590 
13.000 -9.141 -10.286 -10.514 
13.500 -9.006 -10.190 -10.452 
14.000 -8.880 -10.107 -10.378 
14.500 -8.749 -10.006 -10.310 
15.000 -8.610 -9.902 -10.204 
