# t[days] ztfg ztfr ztfi 
0.500 -14.600 -15.032 -14.735 
1.000 -14.224 -14.722 -14.482 
1.500 -13.887 -14.325 -14.100 
2.000 -13.550 -13.962 -13.779 
2.500 -13.268 -13.687 -13.517 
3.000 -13.028 -13.466 -13.327 
3.500 -12.818 -13.287 -13.162 
4.000 -12.630 -13.130 -13.032 
4.500 -12.470 -12.998 -12.917 
5.000 -12.319 -12.881 -12.819 
5.500 -12.172 -12.771 -12.731 
6.000 -12.033 -12.665 -12.646 
6.500 -11.893 -12.576 -12.567 
7.000 -11.759 -12.476 -12.498 
7.500 -11.633 -12.390 -12.432 
8.000 -11.502 -12.299 -12.362 
8.500 -11.370 -12.210 -12.283 
9.000 -11.239 -12.125 -12.224 
9.500 -11.123 -12.037 -12.149 
10.000 -10.995 -11.951 -12.092 
10.500 -10.868 -11.867 -12.028 
11.000 -10.730 -11.774 -11.959 
11.500 -10.606 -11.699 -11.887 
12.000 -10.487 -11.598 -11.826 
12.500 -10.356 -11.517 -11.767 
13.000 -10.229 -11.429 -11.696 
13.500 -10.104 -11.342 -11.627 
14.000 -9.970 -11.251 -11.561 
14.500 -9.844 -11.155 -11.472 
15.000 -9.715 -11.047 -11.390 
