# t[days] ztfg ztfr ztfi 
0.500 -14.292 -15.424 -15.882 
1.000 -12.762 -14.324 -15.046 
1.500 -12.043 -13.654 -14.461 
2.000 -11.364 -13.065 -13.933 
2.500 -10.636 -12.481 -13.434 
3.000 -9.934 -11.897 -12.936 
3.500 -9.076 -11.291 -12.484 
4.000 -8.473 -10.749 -12.042 
4.500 -7.720 -10.232 -11.609 
5.000 -7.064 -9.727 -11.215 
5.500 -6.337 -9.292 -10.818 
6.000 -6.056 -8.775 -10.455 
6.500 -5.460 -8.381 -10.066 
7.000 -4.753 -7.968 -9.734 
7.500 -4.150 -7.595 -9.386 
8.000 -3.463 -7.214 -9.054 
8.500 -2.937 -6.728 -8.832 
9.000 -2.889 -6.322 -8.423 
9.500 -2.916 -5.911 -8.100 
10.000 -2.544 -5.544 -7.943 
10.500 -1.699 -5.419 -7.627 
11.000 -0.902 -4.993 -7.400 
11.500 0.299 -4.777 -6.931 
12.000 -0.751 -4.704 -6.829 
12.500 0.005 -4.176 -6.515 
13.000 2.828 -3.504 -6.282 
13.500 0.854 -3.219 -6.003 
14.000 1.590 -3.106 -5.717 
14.500 4.385 -2.811 -5.452 
15.000 nan -2.564 -5.188 
