# t[days] ztfg ztfr ztfi 
0.500 -14.983 -15.987 -16.128 
1.000 -13.373 -14.758 -15.242 
1.500 -12.656 -14.012 -14.539 
2.000 -11.970 -13.411 -13.979 
2.500 -11.250 -12.824 -13.454 
3.000 -10.479 -12.237 -12.955 
3.500 -9.692 -11.638 -12.466 
4.000 -8.926 -11.029 -12.014 
4.500 -8.173 -10.490 -11.539 
5.000 -7.487 -9.949 -11.107 
5.500 -6.853 -9.427 -10.703 
6.000 -6.263 -8.959 -10.280 
6.500 -5.658 -8.477 -9.883 
7.000 -5.036 -8.041 -9.507 
7.500 -4.427 -7.580 -9.165 
8.000 -4.099 -7.154 -8.851 
8.500 -3.593 -6.810 -8.505 
9.000 -2.936 -6.510 -8.171 
9.500 -2.603 -6.046 -7.824 
10.000 -2.218 -5.625 -7.505 
10.500 -1.536 -5.262 -7.220 
11.000 -1.328 -4.890 -6.967 
11.500 -0.189 -4.595 -6.648 
12.000 0.877 -4.169 -6.325 
12.500 -0.037 -3.771 -6.114 
13.000 0.170 -3.559 -5.708 
13.500 1.932 -3.222 -5.629 
14.000 1.375 -3.002 -5.318 
14.500 4.967 -2.796 -5.001 
15.000 nan -2.321 -4.820 
