# t[days] ztfg ztfr ztfi 
0.500 -13.753 -14.216 -14.284 
1.000 -13.305 -13.797 -13.978 
1.500 -12.939 -13.446 -13.657 
2.000 -12.596 -13.123 -13.342 
2.500 -12.309 -12.860 -13.075 
3.000 -12.070 -12.648 -12.848 
3.500 -11.862 -12.459 -12.669 
4.000 -11.680 -12.306 -12.510 
4.500 -11.506 -12.153 -12.365 
5.000 -11.348 -12.023 -12.239 
5.500 -11.201 -11.904 -12.116 
6.000 -11.051 -11.793 -12.012 
6.500 -10.896 -11.685 -11.917 
7.000 -10.758 -11.569 -11.826 
7.500 -10.631 -11.475 -11.729 
8.000 -10.488 -11.376 -11.642 
8.500 -10.354 -11.274 -11.549 
9.000 -10.219 -11.186 -11.469 
9.500 -10.098 -11.084 -11.387 
10.000 -9.957 -10.992 -11.305 
10.500 -9.834 -10.895 -11.234 
11.000 -9.701 -10.803 -11.151 
11.500 -9.576 -10.711 -11.080 
12.000 -9.435 -10.611 -11.011 
12.500 -9.306 -10.523 -10.922 
13.000 -9.183 -10.440 -10.853 
13.500 -9.058 -10.340 -10.771 
14.000 -8.922 -10.256 -10.700 
14.500 -8.788 -10.164 -10.620 
15.000 -8.655 -10.043 -10.516 
