# t[days] ztfg ztfr ztfi 
0.500 -14.161 -14.386 -14.525 
1.000 -13.835 -14.394 -14.631 
1.500 -13.521 -14.229 -14.512 
2.000 -13.194 -13.991 -14.301 
2.500 -12.853 -13.737 -14.083 
3.000 -12.550 -13.494 -13.873 
3.500 -12.262 -13.262 -13.664 
4.000 -11.998 -13.053 -13.482 
4.500 -11.743 -12.843 -13.299 
5.000 -11.509 -12.644 -13.135 
5.500 -11.292 -12.476 -12.992 
6.000 -11.079 -12.312 -12.866 
6.500 -10.891 -12.164 -12.755 
7.000 -10.704 -12.023 -12.656 
7.500 -10.514 -11.878 -12.545 
8.000 -10.335 -11.751 -12.442 
8.500 -10.168 -11.622 -12.340 
9.000 -10.010 -11.492 -12.227 
9.500 -9.845 -11.373 -12.132 
10.000 -9.691 -11.250 -12.037 
10.500 -9.537 -11.131 -11.937 
11.000 -9.380 -11.013 -11.841 
11.500 -9.245 -10.893 -11.733 
12.000 -9.095 -10.774 -11.625 
12.500 -8.933 -10.654 -11.521 
13.000 -8.797 -10.528 -11.412 
13.500 -8.641 -10.409 -11.310 
14.000 -8.503 -10.290 -11.215 
14.500 -8.352 -10.170 -11.105 
15.000 -8.140 -9.970 -10.902 
