# t[days] ztfg ztfr ztfi 
0.500 -12.535 -13.201 -13.685 
1.000 -12.834 -13.576 -14.152 
1.500 -12.989 -13.827 -14.401 
2.000 -12.961 -13.877 -14.482 
2.500 -12.821 -13.847 -14.457 
3.000 -12.666 -13.753 -14.394 
3.500 -12.485 -13.630 -14.291 
4.000 -12.306 -13.507 -14.181 
4.500 -12.087 -13.367 -14.073 
5.000 -11.887 -13.224 -13.956 
5.500 -11.704 -13.079 -13.836 
6.000 -11.503 -12.927 -13.711 
6.500 -11.307 -12.783 -13.588 
7.000 -11.122 -12.655 -13.464 
7.500 -10.929 -12.518 -13.350 
8.000 -10.755 -12.372 -13.232 
8.500 -10.569 -12.245 -13.121 
9.000 -10.407 -12.102 -13.005 
9.500 -10.212 -11.976 -12.887 
10.000 -10.067 -11.848 -12.790 
10.500 -9.894 -11.711 -12.676 
11.000 -9.749 -11.588 -12.568 
11.500 -9.562 -11.474 -12.463 
12.000 -9.389 -11.372 -12.375 
12.500 -9.248 -11.234 -12.276 
13.000 -9.080 -11.108 -12.174 
13.500 -8.937 -10.989 -12.073 
14.000 -8.758 -10.856 -11.958 
14.500 -8.576 -10.695 -11.837 
15.000 -8.353 -10.494 -11.666 
