# t[days] ztfg ztfr ztfi 
0.500 -12.408 -13.146 -13.606 
1.000 -12.672 -13.320 -13.685 
1.500 -12.603 -13.204 -13.508 
2.000 -12.381 -12.973 -13.249 
2.500 -12.118 -12.722 -12.977 
3.000 -11.859 -12.480 -12.752 
3.500 -11.616 -12.264 -12.527 
4.000 -11.389 -12.062 -12.351 
4.500 -11.196 -11.898 -12.180 
5.000 -11.004 -11.731 -12.034 
5.500 -10.836 -11.589 -11.898 
6.000 -10.679 -11.452 -11.777 
6.500 -10.519 -11.326 -11.673 
7.000 -10.380 -11.216 -11.569 
7.500 -10.238 -11.102 -11.476 
8.000 -10.111 -10.996 -11.389 
8.500 -9.974 -10.906 -11.305 
9.000 -9.850 -10.807 -11.230 
9.500 -9.726 -10.715 -11.141 
10.000 -9.606 -10.620 -11.065 
10.500 -9.483 -10.529 -10.986 
11.000 -9.366 -10.437 -10.912 
11.500 -9.258 -10.353 -10.834 
12.000 -9.142 -10.258 -10.759 
12.500 -9.042 -10.178 -10.697 
13.000 -8.927 -10.097 -10.637 
13.500 -8.822 -10.020 -10.564 
14.000 -8.718 -9.940 -10.506 
14.500 -8.611 -9.852 -10.430 
15.000 -8.474 -9.721 -10.300 
