# t[days] ztfg ztfr ztfi 
0.500 -12.931 -13.410 -13.858 
1.000 -13.166 -13.770 -14.185 
1.500 -13.237 -13.889 -14.283 
2.000 -13.175 -13.859 -14.257 
2.500 -13.043 -13.759 -14.148 
3.000 -12.871 -13.631 -14.022 
3.500 -12.689 -13.482 -13.891 
4.000 -12.497 -13.327 -13.733 
4.500 -12.308 -13.179 -13.596 
5.000 -12.124 -13.027 -13.461 
5.500 -11.942 -12.885 -13.328 
6.000 -11.788 -12.742 -13.203 
6.500 -11.603 -12.605 -13.088 
7.000 -11.424 -12.467 -12.961 
7.500 -11.283 -12.344 -12.855 
8.000 -11.125 -12.215 -12.749 
8.500 -10.974 -12.108 -12.641 
9.000 -10.840 -11.983 -12.539 
9.500 -10.693 -11.882 -12.449 
10.000 -10.557 -11.778 -12.358 
10.500 -10.420 -11.670 -12.280 
11.000 -10.307 -11.569 -12.190 
11.500 -10.183 -11.468 -12.106 
12.000 -10.044 -11.380 -12.029 
12.500 -9.923 -11.279 -11.949 
13.000 -9.795 -11.199 -11.876 
13.500 -9.700 -11.100 -11.802 
14.000 -9.563 -11.009 -11.724 
14.500 -9.423 -10.899 -11.628 
15.000 -9.256 -10.758 -11.504 
