# t[days] ztfg ztfr ztfi 
0.500 -14.359 -14.381 -14.197 
1.000 -14.360 -14.721 -14.716 
1.500 -14.240 -14.740 -14.812 
2.000 -14.052 -14.634 -14.774 
2.500 -13.849 -14.490 -14.664 
3.000 -13.646 -14.337 -14.546 
3.500 -13.433 -14.178 -14.397 
4.000 -13.234 -14.016 -14.275 
4.500 -13.051 -13.872 -14.149 
5.000 -12.868 -13.715 -14.018 
5.500 -12.703 -13.567 -13.895 
6.000 -12.536 -13.437 -13.778 
6.500 -12.381 -13.310 -13.667 
7.000 -12.229 -13.194 -13.567 
7.500 -12.091 -13.073 -13.470 
8.000 -11.947 -12.950 -13.356 
8.500 -11.820 -12.839 -13.259 
9.000 -11.684 -12.734 -13.162 
9.500 -11.562 -12.628 -13.070 
10.000 -11.450 -12.532 -12.997 
10.500 -11.340 -12.439 -12.923 
11.000 -11.225 -12.355 -12.847 
11.500 -11.110 -12.260 -12.778 
12.000 -11.010 -12.174 -12.708 
12.500 -10.913 -12.094 -12.637 
13.000 -10.811 -12.013 -12.571 
13.500 -10.713 -11.927 -12.508 
14.000 -10.601 -11.850 -12.435 
14.500 -10.496 -11.756 -12.361 
15.000 -10.309 -11.564 -12.186 
