# t[days] ztfg ztfr ztfi 
0.500 -15.042 -15.113 -14.553 
1.000 -15.053 -15.697 -15.600 
1.500 -14.886 -15.674 -15.758 
2.000 -14.630 -15.501 -15.701 
2.500 -14.373 -15.306 -15.592 
3.000 -14.106 -15.108 -15.453 
3.500 -13.869 -14.900 -15.299 
4.000 -13.650 -14.716 -15.148 
4.500 -13.431 -14.534 -15.002 
5.000 -13.228 -14.359 -14.862 
5.500 -13.041 -14.189 -14.719 
6.000 -12.859 -14.031 -14.587 
6.500 -12.689 -13.887 -14.456 
7.000 -12.528 -13.733 -14.329 
7.500 -12.367 -13.599 -14.214 
8.000 -12.214 -13.468 -14.107 
8.500 -12.067 -13.342 -13.989 
9.000 -11.934 -13.217 -13.891 
9.500 -11.788 -13.100 -13.796 
10.000 -11.649 -12.980 -13.690 
10.500 -11.507 -12.866 -13.596 
11.000 -11.381 -12.762 -13.499 
11.500 -11.243 -12.650 -13.404 
12.000 -11.111 -12.541 -13.308 
12.500 -10.984 -12.427 -13.215 
13.000 -10.863 -12.331 -13.123 
13.500 -10.731 -12.229 -13.040 
14.000 -10.604 -12.120 -12.941 
14.500 -10.461 -12.013 -12.841 
15.000 -10.269 -11.810 -12.637 
