# t[days] ztfg ztfr ztfi 
0.500 -12.885 -13.665 -14.160 
1.000 -12.802 -13.581 -14.030 
1.500 -12.512 -13.326 -13.737 
2.000 -12.164 -13.003 -13.416 
2.500 -11.806 -12.695 -13.112 
3.000 -11.477 -12.422 -12.852 
3.500 -11.192 -12.169 -12.629 
4.000 -10.906 -11.938 -12.416 
4.500 -10.646 -11.728 -12.223 
5.000 -10.410 -11.527 -12.061 
5.500 -10.174 -11.352 -11.903 
6.000 -9.936 -11.172 -11.755 
6.500 -9.724 -11.006 -11.618 
7.000 -9.525 -10.844 -11.487 
7.500 -9.311 -10.692 -11.348 
8.000 -9.116 -10.542 -11.229 
8.500 -8.925 -10.403 -11.112 
9.000 -8.734 -10.259 -10.990 
9.500 -8.555 -10.116 -10.875 
10.000 -8.381 -9.970 -10.759 
10.500 -8.193 -9.841 -10.653 
11.000 -8.027 -9.708 -10.547 
11.500 -7.866 -9.578 -10.454 
12.000 -7.696 -9.465 -10.355 
12.500 -7.547 -9.350 -10.268 
13.000 -7.387 -9.238 -10.170 
13.500 -7.222 -9.123 -10.075 
14.000 -7.079 -9.002 -9.984 
14.500 -6.924 -8.874 -9.885 
15.000 -6.720 -8.710 -9.733 
