# t[days] ztfg ztfr ztfi 
0.500 -14.482 -15.489 -15.858 
1.000 -12.754 -14.298 -15.104 
1.500 -11.960 -13.554 -14.498 
2.000 -11.198 -12.898 -13.945 
2.500 -10.469 -12.275 -13.418 
3.000 -9.718 -11.705 -12.919 
3.500 -9.032 -11.105 -12.424 
4.000 -8.259 -10.536 -11.973 
4.500 -7.535 -10.016 -11.547 
5.000 -6.975 -9.528 -11.126 
5.500 -6.458 -8.992 -10.714 
6.000 -5.651 -8.572 -10.373 
6.500 -5.252 -8.157 -9.986 
7.000 -4.658 -7.711 -9.628 
7.500 -3.687 -7.197 -9.303 
8.000 -3.411 -6.949 -8.953 
8.500 -2.540 -6.454 -8.644 
9.000 -2.856 -6.180 -8.263 
9.500 -2.204 -5.833 -8.159 
10.000 -1.604 -5.626 -7.768 
10.500 -0.327 -5.102 -7.514 
11.000 3.754 -4.756 -7.173 
11.500 0.277 -4.242 -6.897 
12.000 -0.311 -3.970 -6.562 
12.500 nan -3.770 -6.407 
13.000 1.685 -3.566 -6.270 
13.500 -0.115 -3.174 -5.872 
14.000 -0.358 -3.342 -5.725 
14.500 -0.108 -2.934 -5.267 
15.000 0.007 -2.347 -5.080 
