# t[days] ztfg ztfr ztfi 
0.500 -13.886 -14.422 -14.356 
1.000 -13.786 -14.401 -14.517 
1.500 -13.640 -14.235 -14.415 
2.000 -13.403 -14.037 -14.260 
2.500 -13.156 -13.816 -14.076 
3.000 -12.918 -13.627 -13.912 
3.500 -12.711 -13.437 -13.736 
4.000 -12.520 -13.295 -13.588 
4.500 -12.346 -13.147 -13.449 
5.000 -12.178 -13.004 -13.317 
5.500 -12.025 -12.870 -13.201 
6.000 -11.880 -12.750 -13.074 
6.500 -11.733 -12.641 -12.982 
7.000 -11.591 -12.522 -12.868 
7.500 -11.473 -12.418 -12.772 
8.000 -11.337 -12.324 -12.690 
8.500 -11.205 -12.228 -12.595 
9.000 -11.073 -12.134 -12.509 
9.500 -10.959 -12.033 -12.424 
10.000 -10.826 -11.936 -12.344 
10.500 -10.695 -11.852 -12.264 
11.000 -10.573 -11.754 -12.189 
11.500 -10.453 -11.672 -12.117 
12.000 -10.331 -11.578 -12.036 
12.500 -10.195 -11.495 -11.963 
13.000 -10.069 -11.388 -11.883 
13.500 -9.948 -11.296 -11.801 
14.000 -9.821 -11.196 -11.722 
14.500 -9.669 -11.091 -11.623 
15.000 -9.537 -10.984 -11.513 
