mjd,flux_ztfg,flux_ztfi,flux_ztfr,flux_error_ztfg,flux_error_ztfi,flux_error_ztfr,type,obj_id,mjd_0,redshift,mag_ztfg,abs_mag_ztfg,mag_error_ztfg,mag_ztfr,abs_mag_ztfr,mag_error_ztfr,mag_ztfi,abs_mag_ztfi,mag_error_ztfi,t,rise,fade
57983.547,280.53159467577495,364.5903909487816,318.02516410075594,15.438715818893211,11.885400844947196,11.402056091456211,Kilonova,AT2017gfo,57983.231,0.00984,17.7800455488481,-15.43363408500906,0.0597521742209378,17.64384628653484,-15.569833347322325,0.0389265583501275,17.49548695421161,-15.71819267964555,0.0353942679943939,0.3160000000000084,n,y
57983.55577777778,277.55854141641703,362.5390164136862,315.70695658420766,15.135612031512975,11.84499664846515,11.103840751991733,Kilonova,AT2017gfo,57983.231,0.00984,17.791613508535757,-15.422066125321404,0.0592065438877334,17.651789620872496,-15.561890012984666,0.0381868111071874,17.501613119619737,-15.712066514237424,0.0354735383620128,0.3247777777777864,n,y
57983.56455555555,274.58738571449476,360.49267731428426,313.40205803180214,14.835775222194954,11.805848735459222,10.809323577202044,Kilonova,AT2017gfo,57983.231,0.00984,17.803298544299693,-15.410381089557468,0.0586616105560611,17.659745389890965,-15.553934243966197,0.037447341700363,17.507758881690773,-15.705920752166389,0.0355569979825444,0.3335555555555644,n,y
57983.573333333334,271.6186380937476,358.4515270418252,311.11125519555924,14.539098304984089,11.767620669353317,10.518488390092234,Kilonova,AT2017gfo,57983.231,0.00984,17.81510108171202,-15.398578552145144,0.0581168712318278,17.667710692407407,-15.545968941449754,0.036708101920879,17.51392391283271,-15.699755721024452,0.0356436807788691,0.3423333333333424,n,y
57983.582111111115,268.65280900434703,356.41571889539256,308.8353346881285,14.24547929788006,11.729993933377688,10.231326670322664,Kilonova,AT2017gfo,57983.231,0.00984,17.827021535340023,-15.386658098517138,0.0575718254544307,17.67568254171048,-15.537997092146682,0.0359690765303603,17.520107876634256,-15.693571757222903,0.0357326526858353,0.3511111111111204,n,y
57983.59088888889,265.6904088240937,354.3854060819324,306.5750829801141,13.954821876256409,11.692668334772096,9.947838149722564,Kilonova,AT2017gfo,57983.231,0.00984,17.83906030733104,-15.374619326526124,0.057025977750042,17.683657863788778,-15.530021770068384,0.035230286601369,17.526310427660743,-15.68736920619642,0.0358230139374191,0.3598888888888985,n,y
57983.59966666667,262.7319478606761,352.3607417159203,304.33128639873314,13.667035948257228,11.655362294926706,9.668031420016908,Kilonova,AT2017gfo,57983.231,0.00984,17.85121778590703,-15.362461847950131,0.0564788403602236,17.69163349560901,-15.52204613824815,0.0344917930248501,17.532531211248042,-15.68114842260912,0.0359139010820255,0.3686666666666764,n,y
57983.60844444444,259.77793635252533,350.34187881964476,302.10473112578984,13.382038254383067,11.61781303972266,9.391924549911096,Kilonova,AT2017gfo,57983.231,0.00984,17.863494343773866,-15.350185290083296,0.0559299362765175,17.699606183459178,-15.514073450397984,0.03375370017608,17.538769863291673,-15.674909770565488,0.0360044887577701,0.3774444444444544,n,y
57983.61722222222,256.82888447067353,348.3289703224634,299.8962031958418,13.099752993706057,11.579776703283752,9.119545708362487,Kilonova,AT2017gfo,57983.231,0.00984,17.87589033643014,-15.337789297427022,0.0553788026139225,17.70757258136254,-15.50610705249462,0.033016159727937,17.545026010036104,-15.668653623821058,0.0360939912581227,0.3862222222222324,n,y
57983.626,253.8853023208164,346.32216906095994,297.70648849465925,12.820112479639905,11.541028358518137,8.850933788974517,Kilonova,AT2017gfo,57983.231,0.00984,17.888406100373054,-15.325273533484108,0.0548249943615397,17.71552924957131,-15.49815038428585,0.0322793745920626,17.55129926785835,-15.66238036599881,0.0361816639199259,0.3950000000000105,n,y
57983.63477777778,250.94769994410123,344.3216277791665,295.5363727569817,12.543057828690724,11.501361986519004,8.586139028924999,Kilonova,AT2017gfo,57983.231,0.00984,17.901041951201698,-15.312637682655463,0.0542680885539812,17.723472653153575,-15.490206980703586,0.031543602961035,17.557589243048458,-15.656090390808703,0.0362668043635106,0.4037777777777885,n,y
57983.64355555556,248.0165873193648,342.3274991281031,293.3866415655267,12.268539685642716,11.460590396648202,8.325223613744047,Kilonova,AT2017gfo,57983.231,0.00984,17.91379818160008,-15.299881452257084,0.0537076889097819,17.731399160676734,-15.482280473180428,0.0308091624142007,17.563895531589274,-15.649784102267889,0.0363487536152855,0.4125555555555665,n,y
57983.65233333333,245.09247436463804,340.3399356656712,291.2580803484981,11.996518989806898,11.41854510759152,8.068262255478773,Kilonova,AT2017gfo,57983.231,0.00984,17.9266750592024,-15.287004574654762,0.0531434309930041,17.739305043008493,-15.474374590848669,0.0300764340332642,17.570217718932348,-15.643461914924814,0.0364268971395542,0.4213333333333445,n,y
57983.66111111111,242.17587093894736,338.3590898570408,289.1514743781783,11.726967786592224,11.375076199365534,7.815342729335971,Kilonova,AT2017gfo,57983.231,0.00984,17.939672824329357,-15.274006809527805,0.0525749879563572,17.74718647223743,-15.46649316161973,0.0293458664600662,17.57655537976946,-15.637124254087702,0.0365006658067078,0.4301111111111225,n,y
57983.669888888886,239.26728684357576,336.38511407426387,287.0676087693907,11.459870089919326,11.330052144619714,7.566566347736063,Kilonova,AT2017gfo,57983.231,0.00984,17.9527916875919,-15.26088794626526,0.0520020769349242,17.75503952072955,-15.458640113127611,0.0286179798015494,17.58290807780397,-15.63077155605319,0.0365695368211071,0.4388888888889005,n,y
57983.67866666667,236.36723182427653,334.4181605964453,285.00726847785216,11.195222800660645,11.283359626995724,7.322048345786622,Kilonova,AT2017gfo,57983.231,0.00984,17.966031827348097,-15.247647806509065,0.0514244661630908,17.762860160333364,-15.450819473523795,0.0278933692620112,17.589275365517757,-15.624404268339404,0.0366330346309119,0.4476666666666785,n,y
57983.68744444445,233.47621557243184,332.45838160959545,282.9712382981982,10.933036687451535,11.234903353249882,7.081918144458757,Kilonova,AT2017gfo,57983.231,0.00984,17.979393387014106,-15.234286246843055,0.0508419828992493,17.77064426174729,-15.443035372109872,0.027172708345961,17.5956567839366,-15.61802284992056,0.0366907318399514,0.4564444444444566,n,y
57983.69622222222,230.59474772755823,330.5059292070666,280.960302862738,10.673337435851874,11.184605864691122,6.846319448242821,Kilonova,AT2017gfo,57983.231,0.00984,17.992876472209936,-15.220803161647224,0.0502545222469512,17.7783875940589,-15.435292039798265,0.0264567514291456,17.60205186239129,-15.611627771465873,0.0367422501386871,0.4652222222222346,n,y
57983.705,227.7233378780429,328.5609553891817,278.97524664001196,10.416166772240654,11.132407352626378,6.615410123982159,Kilonova,AT2017gfo,57983.231,0.00984,18.006481147745472,-15.20719848611169,0.0496620569714156,17.78608582447344,-15.427593809383724,0.0257463354453066,17.608460118278884,-15.605219515578275,0.0367872612695112,0.4740000000000126,n,y
57983.713777777775,224.86249556379013,326.6236120635316,277.0168539326946,10.161583669221775,11.078265482055262,6.3893617935453415,Kilonova,AT2017gfo,57983.231,0.00984,18.020207434420463,-15.193472199436698,0.0490646484185407,17.79373451824773,-15.41994511560943,0.0250423803680768,17.614881056819637,-15.598798577037524,0.0368254880404974,0.4827777777777906,n,y
57983.72255555555,222.01273027731105,324.6940510450927,275.08590887681953,9.909665637710308,11.022155225827143,6.1683590577138725,Kilonova,AT2017gfo,57983.231,0.00984,18.034055305645047,-15.179624328212114,0.0484624586458193,17.801329138836564,-15.412350495020595,0.0243458880909331,17.621314170812244,-15.592365463044915,0.0368567053958206,0.4915555555555686,n,y
57983.73133333333,219.1745514660857,322.77242405601646,273.1831954395204,9.660510111631105,10.964068712402767,5.952598251564718,Kilonova,AT2017gfo,57983.231,0.00984,18.048024683857214,-15.165654949999944,0.0478557638853107,17.80886504827742,-15.404814585579745,0.0236579392217211,17.627758940388212,-15.58592069346895,0.0368807415544445,0.5003333333333466,n,y
57983.74011111111,216.34846853373568,320.85888272649373,271.30949741835116,9.414235928423652,10.904015087208704,5.74228560993782,Kilonova,AT2017gfo,57983.231,0.00984,18.06211543673862,-15.151564197118542,0.0472449694555174,17.81633750781691,-15.39734212604025,0.0229796871989244,17.634214832760705,-15.579464801096456,0.0368974792183112,0.5091111111111246,n,y
57983.74888888889,213.53499084259556,318.95357859414094,269.4655984395379,9.170984907043977,10.842020389346182,5.537634702412595,Kilonova,AT2017gfo,57983.231,0.00984,18.076327373204915,-15.137352260652246,0.0466306262387127,17.823741678804673,-15.389937955052488,0.0223123490343551,17.640681301976546,-15.572998331880616,0.0369068568577434,0.5178888888889026,n,y
57983.757666666665,210.7346277145091,317.0566631047432,267.6522819565054,8.930923521301898,10.778127441997828,5.338862972456721,Kilonova,AT2017gfo,57983.231,0.00984,18.090660239175072,-15.123019394682087,0.0460134488297758,17.83107262386508,-15.382607009992082,0.0216571918575341,17.64715778866207,-15.56652184519509,0.0369088700697269,0.5266666666666806,n,y
57983.766444444445,207.9479039565511,315.1682876118879,265.8700118064703,8.6942276727782,10.712395756243394,5.146066279966077,Kilonova,AT2017gfo,57983.231,0.00984,18.105113632040492,-15.10856600181667,0.0453942433520158,17.8383266128711,-15.37535302098606,0.0210150457897868,17.653643719771246,-15.560035914085915,0.0369035730097741,0.5354444444444587,n,y
57983.77522222222,205.1754139301661,313.28860337772346,264.1178195582816,8.461025593637828,10.644901445353774,4.9587951684651665,Kilonova,AT2017gfo,57983.231,0.00984,18.119686704346226,-15.09399292951094,0.044773599528472,17.84550574182593,-15.36817389203123,0.020384627797498,17.660138508328696,-15.553541125528463,0.0368910798883038,0.5442222222222367,n,y
57983.784,202.41777145632992,311.4177615732056,262.39433544395905,8.231455642228077,10.575737146787477,4.776452256195158,Kilonova,AT2017gfo,57983.231,0.00984,18.1343784021769,-15.079301231680262,0.0441521974297386,17.85261386180787,-15.36106577204929,0.019764020957523,17.666641553173328,-15.547038080683834,0.0368715665229434,0.5530000000000147,n,y
57983.79277777778,199.67559032499543,309.5559132775262,260.6981894803974,8.005691097424506,10.505011947643244,4.5984556878808815,Kilonova,AT2017gfo,57983.231,0.00984,18.14918755734128,-15.064492076515885,0.0435309526539336,17.85965496236881,-15.35402467148835,0.0191513022635841,17.67315223870392,-15.54052739515324,0.0368452719323357,0.5617777777777927,n,y
57983.801555555554,196.94948429734413,307.70320947961875,259.02801147856235,7.783943856509204,10.432851308324569,4.424251850429425,Kilonova,AT2017gfo,57983.231,0.00984,18.16411288008088,-15.049566753776285,0.0429110525014491,17.866633171140812,-15.34704646271635,0.018544598267809,17.67966993461682,-15.534009699240343,0.0368124999523493,0.5705555555555707,n,y
57983.810333333335,194.24006710716125,305.85980107744786,257.3824310332569,7.566468348715091,10.359396977925208,4.253329297736476,Kilonova,AT2017gfo,57983.231,0.00984,18.17915295140572,-15.034526682451444,0.0422939960364828,17.87355275358024,-15.340126880276925,0.0179421477634355,17.686193995650836,-15.527485638206326,0.0367736208510359,0.5793333333333487,n,y
57983.81911111111,191.5479524638368,304.02583887863085,255.7600775129672,7.353565627087345,10.284806893937414,4.085234138044817,Kilonova,AT2017gfo,57983.231,0.00984,18.19430621502854,-15.01937341882862,0.0416816381104412,17.880418112787815,-15.333261521069346,0.0173423727882794,17.69272376132734,-15.520955872529822,0.0367290729132783,0.5881111111111267,n,y
57983.82788888889,188.87375405436487,302.20147360120984,254.1595800494532,7.145587570629114,10.2092550570569,3.9195872707138664,Kilonova,AT2017gfo,57983.231,0.00984,18.209570968897005,-15.004108664960157,0.0410762372387039,17.887233789424137,-15.326445844433024,0.0167439598644879,17.699258555689756,-15.514421078167404,0.0366793639586419,0.5968888888889048,n,y
57983.83666666667,186.21808554598812,300.38685587325654,252.57956752814593,6.942941090645582,10.132931370800092,3.7561040442524942,Kilonova,AT2017gfo,57983.231,0.00984,18.224945356300232,-14.98873427755693,0.0404805069685628,17.89400446173486,-15.319675172122302,0.0161459542812342,17.705797687047543,-15.50788194680962,0.0366250727503505,0.6056666666666828,n,y
57983.84544444444,183.5815605886095,298.58213623374843,251.01866857769056,6.746092181426108,10.056041434218889,3.5946171252976007,Kilonova,AT2017gfo,57983.231,0.00984,18.2404273565404,-14.973252277316764,0.0398976699976072,17.900734945711946,-15.312944688145215,0.0155478713089073,17.71234044771623,-15.501339186140932,0.0365668502456284,0.6144444444444608,n,y
57983.854222222224,180.96479281674465,296.78746513272534,249.47551155982717,6.55556959032191,9.978806273904034,3.4351036335372145,Kilonova,AT2017gfo,57983.231,0.00984,18.256014775157116,-14.957664858700046,0.0393315138057358,17.90743019540603,-15.306249438451133,0.0149498295792978,17.71888611376089,-15.49479352009627,0.0365054206281925,0.6232222222222388,n,y
57983.863,178.36839585251943,295.00299293199373,247.94872456010657,6.37196779799851,9.901462000946356,3.277717874957909,Kilonova,AT2017gfo,57983.231,0.00984,18.271705233682795,-14.941974400174368,0.0387864458878699,17.914095303408303,-15.29958433044886,0.0143527133367527,17.725433944738864,-15.488245689118298,0.0364415820586016,0.6320000000000168,n,y
57983.87177777778,175.79298330788367,293.22886990503326,246.43693537682947,6.195948902278058,9.824259375879013,3.1228312575952515,Kilonova,AT2017gfo,57983.231,0.00984,18.287496158927553,-14.926183474929609,0.0382675458340264,17.92073550153482,-15.29294413232234,0.0137583717008043,17.731983183446893,-15.481696450410269,0.036376207065767,0.6407777777777948,n,y
57983.88055555555,173.2391687869117,291.4652462378549,244.9387715128586,6.028242890802663,9.747463263723528,2.9710810736237,Kilonova,AT2017gfo,57983.231,0.00984,18.30338477177773,-14.910294862079432,0.0377806104904074,17.92735616171506,-15.2863234721421,0.0131698639173404,17.738533055666718,-15.475146578190444,0.036310242495731,0.6495555555555728,n,y
57983.88933333333,170.70756588857924,289.71227202932306,243.45286016374507,5.869645677002622,9.671351960594183,2.8234295190133714,Kilonova,AT2017gfo,57983.231,0.00984,18.31936807549605,-14.89431155836111,0.0373321872844427,17.93396279713661,-15.279716836720551,0.0125917586193639,17.745082769914873,-15.468596863942288,0.0362447089280112,0.6583333333333509,n,y
57983.89811111111,168.1987882089903,287.97009729157656,241.97782820996383,5.721014180923677,9.59621637086766,2.6812331153915907,Kilonova,AT2017gfo,57983.231,0.00984,18.335442843521907,-14.878236790335254,0.0369295896260892,17.940561063635666,-15.273118570221497,0.0120304901003207,17.751631517194802,-15.46204811666236,0.0361806994564239,0.6671111111111289,n,y
57983.90688888889,165.71344934373238,286.23887195068556,240.51230220599697,5.58325768557251,9.522359014974144,2.546319712921233,Kilonova,AT2017gfo,57983.231,0.00984,18.351605606761943,-14.862074027095218,0.0365808872709306,17.947156761390282,-15.26652287246688,0.0114947612901731,17.758178470751126,-15.455501163106035,0.0361193777309309,0.6758888888889069,n,y
57983.91566666667,163.25216289101348,284.51874584700454,239.05490837118344,5.457324727411405,9.450092846761946,2.4210641868129414,Kilonova,AT2017gfo,57983.231,0.00984,18.367852640363314,-14.845826993493848,0.0362948639254966,17.953755836920735,-15.259923796936429,0.0109959551116373,17.7647227858286,-15.448956848028562,0.0360619751486342,0.6846666666666849,n,y
57983.92444444444,160.8155424533164,282.8098687356875,237.6042725801831,5.344184928874317,9.379739860539274,2.3084433119509824,Kilonova,AT2017gfo,57983.231,0.00984,18.38417994998394,-14.829499683873223,0.0360809345519944,17.960364385433827,-15.253315248423334,0.0105484655355729,17.771263599434377,-15.442416034422784,0.0360097870817877,0.6934444444444628,n,y
